149|alionarozhko|На шопінг🙈
150|juliakyba|На організацію весілля
151|marcoverro|Хочу виграти на реалізацію мрії💎
152|yuliya_sobolivska|На кухонне приладдя
153|mashasvint|На медовий місяць😍😍😍
154|astrahanovann|Чекаю
155|juliakyba|На відпочинок
156|vasyutinska|Дуже хочу виграти щоб здійснити нашу спільну мрію з коханим 🙈😍
157|lucky_me_today|На подорож 🤗😄уіііііііі!!!
158|yuliya_sobolivska|На кавоварку
159|elvira_vovchenko|Кроме путешествия, ещё на новое пальто и обувь 😍
160|serdtsekol|логопед
161|astrahanovann|Ух ух ух
162|yuliya_sobolivska|На одяг
163|marcoverro|Витратити на подорож, або ніштяки!
164|mashasvint|😍😍😍 подорожувати
165|julia_koblia|Подорож або буде хороший старт для ремонту)
166|ruslanakoflan|Витрачу гроші на відпочинок в санаторію!
167|juliannered|На себе
168|juliannered|На себе
169|yuliya_sobolivska|На подорож
170|yuliya_sobolivska|Мамі на подарунок
171|juliannered|На корм коту😂
172|juliannered|На їдц
173|ferens_sf|сюди
174|roma_vavr|агресор
175|juliannered|На алкоголь
176|juliannered|На алкоголь
177|m.okhrimenko|На мебель 😍
178|lynnyk_alina|На велосипед
179|asya.zvarko|На парфуми
180|asya.zvarko|На парфуми
181|serdtsekol|лактофлавін
182|marcoverro|Розвиток медійної сторони свого каналу
183|m.okhrimenko|На подарки 🎁
184|mari_chikal|Витрачу на сім'ю
185|m.okhrimenko|На любимых😍
186|kotiikovaaa|Нужно начинать ремонт
187|9blueberries9|На навчання🦋🦋🦋🦋
188|mari_chikal|Витрачу на переїзд
189|alina_havrulyk|Накуплю подарунків рідним❤️
190|juliannered|На себе кохану
191|m.okhrimenko|На путешествие 🐒
192|kotiikovaaa|Хоть краску купить😅
193|mari_chikal|На переїзд
194|mari_chikal|На сім'ю
195|9blueberries9|На вікенд в Італії 😍😍❤️
196|kotiikovaaa|И вдохновение нужно на ремонт(
197|roma_vavr|сім'янинка
198|ferens_sf|мотанина
199|t.antonovych|На мечту✨
200|serdtsekol|сперечальниця
201|t.antonovych|На мечту ✨
202|kotiikovaaa|Пора начинать ремоооонт
203|t.antonovych|На мечту
204|t.antonovych|На мечту ✨
205|kotiikovaaa|😌 Нужно начинать ремонт
206|marrisbl|На відпочинок😍🧘🏻‍♀️👨‍👩‍👦‍👦
207|roma_vavr|соромитися
208|olya.levch|Хочу на навчання
209|kotiikovaaa|Хочу начать ремонт в комнате
210|vasyutinska|На бізнес💪😋
211|olya.levch|На подорожі
212|ferens_sf|солевимивання
213|mashul_chik_slobodian|На ремонт😘
214|serdtsekol|еврика
215|alenka91___|На щось не звичне для мене🙃
216|andriana_m7431|на одяг)))
217|alenka91___|На приэмностi🙃🙌
218|olya.levch|На подорожі
219|olya.levch|На батьків
220|olya.levch|На квартиру
221|alenka91___|На розваги🙃
222|olya.levch|На одяг
223|alenka91___|На вдалi вихiднi🙃
224|roma_vavr|челенко
225|mariavasylivna_|На телефон
226|mariavasylivna_|На телефон
227|naskalnaya_olya|Куплю много сумок 😍
228|juliayarosh1|Дуже хочу виграти
229|natali_brooks|Дуже хочу виграти
230|natashaburkovskaya|На мечтуууу
231|natali_brooks|Нехай щастить
232|rybachello|Відпустка
233|viktoriia_skorohid_|Квітковий магазин 🌹
234|vasyutinska|На нове обладнання в салон краси🤗💰💵
235|ferens_sf|антирабічний
236|alenka91___|На найнесподiванiший вiдпочинок🙃
237|rybachello|Відпочинок
238|natali_brooks|Потрібні гроші для сина
239|olya.levch|На айфон
240|kristinka_kharolska|Хочу пошопитись😊
241|alenka91___|На крутий трiп🙃
242|_zavada|на курсы по дизайну
243|natali_brooks|Хочеться зробити найкраще др сину
244|serdtsekol|сестриця
245|natali_brooks|Хоооочу
246|olya.levch|На косметику
247|natali_brooks|Гроооші
248|olya.levch|На курси
249|alenka91___|На щось для душi🙃
250|natali_brooks|Удачііі мені
251|natali_brooks|На мрію
252|viktoriia_skorohid_|На подорож
253|natali_brooks|На подорож
254|alenka91___|На радiсть собi🙃
255|natali_brooks|На все необхідне
256|kristinka_kharolska|Хочу пошопитись 😊
257|natali_brooks|Гроші зайві не бувають
258|roma_vavr|седмиця
259|olya.levch|На собаку
260|rybachello|Відпочинок🏖️
261|olya.levch|На бізнес
262|paklikovskanataliia|на сімейний відпочинок)
263|natali_brooks|Дуже вони мені
264|natali_brooks|Потрібні
265|rybachello|Відпустка⛰️
266|paklikovskanataliia|на сімейний відпочинок)
267|alenka91___|На чудову та круту iдею🙃🔥
268|natali_brooks|Чеснооо
269|natali_brooks|Клас
270|natali_brooks|Кайф
271|natali_brooks|Чудово
272|natali_brooks|Шикарно
273|alenka91___|На тревел трiп🙃
274|vasyutinska|На подарунок похреснику👼
275|natali_brooks|Ну нічого собі
276|ferens_sf|сяючий
277|alenka91___|На вау подорож🙃
278|tttatyanat|Хочу дома доробити ремонт 🔥
279|serdtsekol|жайвороночок
280|natali_brooks|Скільки всього
281|alenka91___|На супер настрiй🙃
282|_zavada|на курсы по английскому
283|paklikovskanataliia|на мрію)
284|alenka91___|На хвилюючу мить💎💎💎
285|lesia_lymar|Відпустка
286|roma_vavr|апозиція
287|alenka91___|На необхiдне на даний час🙃
288|juliayarosh1|Я переможець
289|juliayarosh1|Виграю
290|vl_vladimirovna|Будет подарок на ДР😊
291|lesia_lymar|На мрію
292|naskalnaya_olya|На курсы немецкого 🎶
293|alenka91___|На гарно проведений час🙃
294|lesia_lymar|Саморозвиток
295|ferens_sf|молодогегельянство
296|serdtsekol|скрижаль
297|roma_vavr|скрипт
298|vitaliavitalia|На ремонт❤️
299|valetofficial|Хочууу🌚
300|valetofficial|Хочуу💨💨💨
301|alenka91___|На поездку в канаду💎
302|vasyutinska|На шопінг🤗
303|vitaliavitalia|На подорож з коханим😍
304|svitlanahorban|На подарунок
305|alenka91___|На тревел 💎
306|neliksav|На відпочинок
307|serdtsekol|лісоексплуатація
308|yuliachovnitska|Хочууу
309|neliksav|На відпочинок❣️
310|ferens_sf|лірний
311|svitlanahorban|На весілля
312|roma_vavr|япі
313|yuliachovnitska|На подорож
314|kotya.if|Распродажа
315|kotya.if|Відпочинок з сім'єю 😍
316|lenaseridko|Хочу
317|lenaseridko|Хочу
318|kotya.if|Відпочинок з сім'єю 😍
319|serdtsekol|хромолітографський
320|ferens_sf|чорнітися
321|denisova.19|Єєє
322|alisashuliarenko|Сину
323|denisova.19|Готово
324|alisashuliarenko|Сину
325|alisashuliarenko|Сину😻
326|denisova.19|Я виграю
327|alisashuliarenko|Сину🤗
328|roma_vavr|ягідонька
329|denisova.19|Хочу хочу
330|alisashuliarenko|Сину👪
331|alisashuliarenko|Сину🙏
332|hrustya421|На ремонт🤗
333|alisashuliarenko|Сину🤗
334|denisova.19|На навчання
335|denisova.19|Мамі на подарунок
336|denisova.19|На новий телефон
337|denisova.19|Хочу хочу
338|alyonka_peresada|На мечту😍
339|denisova.19|Єєєє
340|andriana12_12|На поїздку ❤️
341|alyonka_peresada|На мечту😍
342|denisova.19|Готово❤️
343|hrustya421|Або на шопінг для дочки🌹
344|denisova.19|Я виграююю
345|denisova.19|Я переможуууу
346|alisashuliarenko|Сину🦋
347|alisashuliarenko|Сину👪
348|andriana12_12|НА подарунки собі і не тільки😏
349|khodurskanata|А ще хочу у спа салон та купу косметики
350|alisashuliarenko|Сину😘
351|marcoverro|На багато, багато цукерок! 💎💎
352|andriana12_12|Новий телефон 🤪
353|alisashuliarenko|Сину💋
354|alisashuliarenko|Сину😻
355|alisashuliarenko|Сину🦋
356|serdtsekol|маланка
357|r_lika11|Верю☘️
358|r_lika11|Надеюсь
359|ferens_sf|асинхронний
360|r_lika11|Победа
361|roma_vavr|міл
362|alisashuliarenko|На всеее😻
363|r_lika11|Я выиграю☘️
364|marcoverro|На нові гаджети, та новий портфель.
365|alisashuliarenko|На всеее👪
366|imaannb|На подорож)
367|alisashuliarenko|На всеее
368|r_lika11|На ремонт
369|tanjushakiichenko|На подарунок💫
370|n.grebenyuk|хочу вигратииииии😱
371|khodurskanata|Хочу на курси іноземної мови 😟
372|r_lika11|Сделаю ремонт в детской комнате и куплю кроватку домик❤️
373|lenochkaduma|Відпочинок для батьків😍
374|masha_gavrysh|Хочу помочь родителям с ремонтом)
375|liliborovikova|На вiдпочинок, перезавантаження🤞🛫🚆
376|n.grebenyuk|на телефон
377|nataliya_sarvadiy|На подорож
378|n.grebenyuk|хочу купити мамі подарунок😱
379|marcoverro|На подорож в Карпати з друзями👀
380|r_lika11|Шопинг по детский вещам😉 Люблю это дело☘️
381|lenochkaduma|Новенький телефон😄
382|julija_simonchuk|Круто перемогти зі 140 тисЯч з лишком коментів)))).
383|alinkaporuchnyk|Дуже хочу виграти
384|marichkabosa|На сім’ю 😍
385|natasha.pilipko|На шопінг
386|r_lika11|Куплю сыночку ❤️ много крьуых игрушек
387|lenochkaduma|Багааато нових речей)
388|r_lika11|Ремонт в детской комнате
389|serdtsekol|жолудовий
390|r_lika11|Ремонт в детской комнате
391|marichkabosa|На телефон🎁
392|marcoverro|На абонемент в зал!🔥
393|roma_vavr|атеїстка
394|r_lika11|Для счастья
395|natasha.pilipko|На мрію😻😻❤️
396|kosiak_lena|На саморазвитие 💪
397|alinkaporuchnyk|На доньку)
398|ferens_sf|мармурувати
399|alinkaporuchnyk|На сім'ю)
400|r_lika11|Поверю в чудеса😘
401|marcoverro|На тур по Європі👏
402|r_lika11|На ремонт
403|lenochkaduma|На відпочинок)))
404|khodurskanata|Хочу взяти абонемент в басейн на рік для дітей й записати їх на розвиваючі заняття
405|irynka_grimnak|На подорож❤️🤗
406|dubchaakm|На ремонт 😇
407|r_lika11|Сделаю ремонт в детской комнате
408|kosiak_lena|На все все все все все все все все💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪
409|natasha.pilipko|На мрію❤️
410|r_lika11|Куплю кроватку домик
411|lilia__televiak|На шопінг
412|irynka_grimnak|На шопінг😊
413|r_lika11|Поеду на отдых с семьёй в Карпаты❤️
414|natasha.pilipko|На мрію
415|natasha.pilipko|На Мрію❤️
416|dubchaakm|На відпочинок в горах 😊
417|r_lika11|Сделаю ремонт в детской комнате
418|sheremeta.m17|На здоров‘я😘😉
419|lilia__televiak|На поїздку до мами♥️
420|r_lika11|Ремонт
421|irynka_grimnak|На відпочинок
422|lilia__televiak|На відпочинок, Буковель
423|kosiak_lena|💪💪💪💪💪💪💪💪На саморазвитие!!!!!💪💪💪💪💪💪💪💪
424|nastya_22il|Очень хочу на курсы, было бы хорошо выиграть и пойти на них ✅
425|r_lika11|Шопинг за детскими вещами
426|serdtsekol|андрагог
427|nataliarain|Хочу
428|roma_vavr|комплектна закупівля
429|r_lika11|Поверю в чудеса
430|kosiak_lena|На мечтууууууууууууууу тутутуууууууууууу❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
431|nataliarain|Меніііі😍🤤🤤
432|nataliarain|Щасти всім 🤤
433|ferens_sf|строгість
434|nataliarain|Щасти☘️☘️☘️
435|nataliarain|Хочу
436|nataliarain|Ваууу😱
437|andriana12_12|На косметику🤪
438|nataliarain|Меніііі😍 хочу
439|kosiak_lena|На граф.планшет!💪💪
440|marianka_kozel|Витрачу кошти на сім'ю😊
441|nataliarain|Успіху 😱🤞🏿
442|maryanalolaluli|Хочу подарувати брату свято на день народження 😍
443|nataliarain|Меніііі☘️
444|viktoria_ilinska|На ремонт😊
445|kosiak_lena|Просто на все!💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰
446|daria_marushchak|Відпустка
447|nataliarain|Нехай це буду я❤️
448|anastasia_volkova____|Навчання🤗
449|nataliarain|Хочуууу
450|anastasia_volkova____|Подорож 🤗
451|dashamuse|На млреее
452|roma_vavr|скоцюрбленість
453|serdtsekol|авантюрниця
454|nataliarain|Меніііі🤤
455|nataliarain|Мені☘️
456|kosiak_lena|На саморазвитие
457|nataliarain|Щасти 😱
458|nataliarain|Хочуууу🤤🤞🏿
459|nataliarain|Мені мені😍😍😍
460|ferens_sf|семімініма
461|nataliarain|Хочу виграти 🤤🤤🤤🤤🤞🏿
462|nataliarain|Нехай пощастить🤞🏿
463|nataliarain|Хочу☘️☘️☘️☘️
464|nataliarain|Мені🤞🏿
465|anastasia_volkova____|На мрію🍀🍀🍀
466|nataliya_petrusyak|На подарунок до повноліття сина.
467|anastasia_volkova____|На мрію🍀🍀🍀
468|nataliarain|Мені ❤️
469|roma_vavr|скорух
470|serdtsekol|перегрупування
471|nataliarain|Нехай пощастить 😱
472|natasha.pilipko|На відпочинок,який дуже потрібний
473|nataliarain|Менііііі😱
474|nataliya_petrusyak|На підвищення кваліфікації у навчанні ,пов'язаного з моєю діяльністю.
475|natasha.pilipko|На мрію❤️
476|nataliarain|Мені🤞🏿
477|r_lika11|Для себя
478|r_lika11|Шоппинг
479|nataliarain|Хочу 😱
480|ferens_sf|керівництво компаніями
481|nataliarain|Хочу хочу хочу
482|natasha.pilipko|На подорож
483|r_lika11|Куплю кроватку домик
484|irynakushnirart|На самовдосконалення)
485|nataliya_petrusyak|Як додаток до здійснення мрії-подорож по Азії 😉
486|r_lika11|Шоппинг за детскими вещами
487|r_lika11|Ремонт
488|natasha.pilipko|На подорож
489|r_lika11|Отдых семьёй в Карпатах
490|roma_vavr|алекто
491|r_lika11|длЯ семьи
492|serdtsekol|етнонімічний
493|r_lika11|поверю в чудеса☘️
494|r_lika11|Отдых в Карпатах
495|r_lika11|Сделаю ремонт
496|r_lika11|Сделаю ремонт в детской
497|ferens_sf|хаповитий
498|r_lika11|Шоппинг
499|_____.aa_|На подорож🦄
500|r_lika11|Удача☘️
501|r_lika11|Вера☘️
502|r_lika11|Любовь☘️
503|markovich_angelina|На ремонт😍
504|roma_vavr|стормонт
505|_____.aa_|На подорож
506|markovich_angelina|На донечку
507|markovich_angelina|На донечку
508|markovich_angelina|На доцю 🎈🎈🎈
509|anastasia_volkova____|🍀🍀🍀На мрію🍀🍀🍀
510|anastasia_volkova____|🍀🍀🍀На мрію🍀🍀🍀
511|_____.aa_|🐳 подорож
512|markovich_angelina|На ремонти 🎁🎁🎁
513|serdtsekol|стягнутий
514|markovich_angelina|На ремонти 💯💯💯💯
515|markovich_angelina|На меблі 🤗
516|marickabogun041|На себе)
517|alina.kornal98|На подорож із сім'єю
518|markovich_angelina|На меблі 😍😍
519|markovich_angelina|На меблі
520|markovich_angelina|На ремонт
521|markovich_angelina|На ремонт 💛💛💛
522|markovich_angelina|На ремонт 😍😍😍
523|ferens_sf|софіт
524|markovich_angelina|На ремонт 🤗🤗🤗🤗
525|markovich_angelina|На меблі
526|roma_vavr|адресовність
527|lidiyaantoshkiv|На оновлення гардеробу
528|your.illusion_|Готооово
529|your.illusion_|Готооово
530|helenkorchynska|На подорож до Парижу❤️
531|savitska_lena|На кредит 😇
532|serdtsekol|стінний
533|vonitova_iuliia|На подорож
534|vonitova_iuliia|На подорож
535|manysha_v|На подорож
536|ferens_sf|мікропрограмування
537|ksusha_9177|Збираюсь на відпочинок тому хочу прикупити гардероб
538|roma_vavr|людотерапія
539|markovich_angelina|На ремонти
540|serdtsekol|лінивство
541|markovich_angelina|На донечку 😍😍😍
542|markovich_angelina|На ремонти 😍😍😍
543|alisashuliarenko|На всеее😻
544|markovich_angelina|На донечку 😍😍😍
545|alisashuliarenko|На всеее🤗
546|alisashuliarenko|На всеее
547|markovich_angelina|На донечку 💯
548|alisashuliarenko|На всеее😍
549|markovich_angelina|На донечку 💯💯💯
550|alisashuliarenko|На всеее😍
551|markovich_angelina|На доцю 💛💛💛
552|alisashuliarenko|На всеее🤗
553|irina_igorevvna|Good luck😎
554|ferens_sf|маслороб
555|roma_vavr|часом
556|serdtsekol|макро...
557|r_lika11|Удача
558|terno_pole|🙏На ремонт 🙏🤗🌠
559|r_lika11|Вера
560|r_lika11|Любовь
561|ivankaonyschak|На сім‘ю
562|r_lika11|Сделаю ремонт в детской
563|r_lika11|Ремонт в детской комнате
564|terno_pole|🙏На ремонт 🙏🤗🌠
565|roma_vavr|хлороформуватися
566|ferens_sf|лискавка
567|r_lika11|Куплю новые крутые игрушки сыночку❤️
568|r_lika11|Все потрачу на сыночка❤️
569|r_lika11|длЯ семьи
570|serdtsekol|установлений законом порядок
571|r_lika11|Потрачу все на семью
572|ya_krava|Грошей багато не буває 💃💃💃💃💃💃💃💃💃💃💃💃💃💃💃💃💃💃💃💃💃
573|r_lika11|Ремонт,подарки,шопинг
574|vova_den8|На бензин
575|r_lika11|Ремонт
576|r_lika11|Сделаю ремонт в детской комнате
577|ya_krava|Грошей багато не буває 💃💃💃💃💃💃💃💃💃💃💃💃💃💃💃💃💃💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💋💋💋💋💋💋🍹💃💳🥂🎂💸😌😂☺️☺️🙂☺️🤣😃😂🙃☺️😊🤣😂🙂🙃😉☺️🤣😂😂🙂
578|r_lika11|Все потрачу на сыночка❤️
579|roma_vavr|скавкнути
580|r_lika11|Сделаю ремонт
581|ferens_sf|ліктор
582|r_lika11|Новые крутые игрушки сыночку❤️
583|r_lika11|На ремонт
584|serdtsekol|авіарегістр
585|r_lika11|На ремонт
586|r_lika11|Сделаю ремонт
587|ekaterina_vitalivna_|Хочу в отпуск! 😊😊
588|r_lika11|Шоппинг за детскими вещами
589|iamhappyboo|Хочууууу!!!!
590|r_lika11|Поверю в чудеса
591|oksanka.sasyk|На подарунок😉
592|r_lika11|Счастье выиграть
593|r_lika11|Удача
594|r_lika11|Вера
595|marina_palagnyuk|На Бали💙
596|roma_vavr|спинкувати
597|ekaterina_vitalivna_|Хочу в отпуск 😊☀️😊
598|oksanka.sasyk|На відпочинок
599|nataschka_ku|Можливо тут пощастить
600|ferens_sf|сповісти
601|nataschka_ku|На себе
602|a.kolesniik|Зроблю рідним приємно😇
603|nataschka_ku|На красоту
604|a.kolesniik|На мрію
605|serdtsekol|снісарський
606|iamhappyboo|Хочууууууу! На мрію
607|ya_krava|Грошей забагато не буває ... 💰
608|ya_krava|Грошей забагато не буває ... 💰
609|nataschka_ku|На ввідпочинок
610|inna_myronova_yal|Готово
611|ya_krava|Грошей забагато не буває ... 💰🎁🎁🎁🎁🎁🎁💰💰💰💰💰💰💰💰
612|roma_vavr|автостерильний
613|a.kolesniik|Зроблю буденність цікавішою
614|a.kolesniik|Для батьків
615|ya_krava|💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰 Грошей багато не буває 💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰
616|a.kolesniik|Для себе 🙈🙈
617|ya_krava|💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰 Грошей багато не буває 💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰💰
618|ferens_sf|архівосховище
619|r_lika11|Скоро День Рождение самого дорого мне человечка❤️ и я потрачу все него😘😉
620|mariia_chekit|На подорож💋
621|serdtsekol|малосніжність
622|natavoytsikh|На сімю
623|r_lika11|Сделаю ремонт в детской
624|roma_vavr|сповіддя
625|natavoytsikh|На мрію
626|mariia_chekit|На шопінг🛍
627|r_lika11|Шоппинг за детскими вещами
628|natavoytsikh|На себе
629|irina._kovalchuk|Розіграш буде?🤔
630|mariia_chekit|На відпустку☀️
631|natavoytsikh|На подорож
632|r_lika11|Ремонт в детской комнате
633|r_lika11|Ремонт в детской комнате
634|natavoytsikh|На караоке
635|mariia_chekit|Щоб поїхати в Париж 😻
636|ferens_sf|самовимкнений
637|olegbevsiuk|На подарунок
638|__evgeniyaphotography__|Хочу объектив
639|__evgeniyaphotography__|Хочу на мк
640|serdtsekol|електрофотографія
641|nastya_savitska|На телефон
642|khodorolya|Збираю гроші на навчання у вузі своєї мрії
643|mamina_businka|Хватит на мечту
644|__evgeniyaphotography__|Хочу в путешествие
645|nastya_savitska|Новенький телефон
646|mamina_businka|Хватит на месту
647|mariia_chekit|Щоб піти на кулінарні курси👩🏼‍🍳
648|roma_vavr|сакрококцигеальний
649|davydovych.olenka|На мрію))
650|mamina_businka|На мечту хватит
651|mamina_businka|Ребенку на мечту
652|mariia_chekit|На телефон😉
653|__evgeniyaphotography__|Хочу в тренажёрку
654|varvarakokosh|Хочу ці гроші 🖤
655|__evgeniyaphotography__|Хочу путешествие
656|mamina_businka|Ребенку на мечту
657|davydovych.olenka|На бізнес ))
658|k_varja|Разочок перемогти🙏🏻 і потрачу на подорожіііііі
659|markovich_angelina|Якщо виграю то на донечку 💕💕💕💕
660|pinchukaterina|Варіантів витрат дуууже багато"
- подорож
661|pinchukaterina|Подарунки
662|olesia_p24|Мрію про виграш.. Надіюсь цього разу повезе) Потрачу на здійснення мрії!🙌
663|davydovych.olenka|На подорож з коханим 😍♥️
664|markovich_angelina|Круто хочу виграти на донечку 😍😍😍😍
665|victoria_yurkovska|На шопінг)
666|markovich_angelina|На ремонти 💯💯💯
667|pinchukaterina|Шопінг
668|markovich_angelina|На меблі 😍😍😍
669|markovich_angelina|На меблі 🤗🤗🤗🤗
670|r_lika11|Шоппинг
671|ferens_sf|плата за організацію консорціуму
672|markovich_angelina|На меблі 🤗🤗🤗
673|r_lika11|Сделаю ремонт в детской
674|pinchukaterina|Розвиток
675|olesia_p24|Вірю у перемогу) Потрачу на подорож!🙌
676|r_lika11|Шоппинг
677|serdtsekol|ерцгерцог
678|markovich_angelina|На ремонти 💯🤗💯💯
679|olesia_p24|Вірю у перемогу) Потрачу на подорож!🙌🙌
680|markovich_angelina|На ремонт
681|markovich_angelina|На ремонт
682|r_lika11|Сделаю ремонт в детской комнате
683|pinchukaterina|Відпочинок
684|markovich_angelina|На меблі
685|roma_vavr|жандарський
686|markovich_angelina|Доці💕💕💕
687|r_lika11|Поверю в чудеса
688|pinchukaterina|Краса
689|r_lika11|Отдых в Карпатах
690|anastasia_volkova____|🙏На мрію 🙏🤗🌠
691|natalia_chesnovych|На годинник
692|natalia_chesnovych|На подорож
